season,gw,fpl_element,local_understat_id,local_understat_fixture,fpl_name,understat_name,position,fpl_team,understat_team,opponent_fpl_team_number,fpl_kickoff_time,understat_date,value,points,minutes,goals_scored,xG,goals_conceded,assists,xA,yellow_cards,red_cards,clean_sheets,key_passes,own_goals,penalties_missed,penalties_saved,saves,bonus,team_a_score,team_h_score,was_home,expected_assists,expected_goals
2024-25,18,21,,,Kieran Tierney,Kieran Tierney,2,1,,34,2024-12-27T20:15:00Z,,43,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,True,0.0,0.0
2024-25,19,21,,,Kieran Tierney,Kieran Tierney,2,1,,31,2025-01-01T17:30:00Z,,43,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,3,1,False,0.0,0.0
2024-25,20,21,,,Kieran Tierney,Kieran Tierney,2,1,,21,2025-01-04T17:30:00Z,,43,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,21,21,112585.0,4000.0,Kieran Tierney,Kieran Tierney,2,1,Arsenal,17,2025-01-15T20:00:00Z,2025-01-15,43,1,13,0,0.0,0,0,0.51,0,0,0,1.0,0,0,0,0,0,1,2,True,0.23,0.0
2024-25,22,21,,,Kieran Tierney,Kieran Tierney,2,1,,27,2025-01-18T17:30:00Z,,43,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,True,0.0,0.0
2024-25,6,633,,,Mikel Merino,Mikel Merino,3,1,,8,2024-09-28T14:00:00Z,,60,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,4,True,0.0,0.0
2024-25,7,633,108498.0,3865.0,Mikel Merino,Mikel Merino,3,1,Arsenal,13,2024-10-05T14:00:00Z,2024-10-05,60,1,29,0,0.0,0,0,0.04,0,0,0,1.0,0,0,0,0,0,1,3,True,0.03,0.0
2024-25,8,633,108932.0,3879.0,Mikel Merino,Mikel Merino,3,1,Arsenal,2,2024-10-19T16:30:00Z,2024-10-19,60,2,80,0,0.08,2,0,0.28,0,0,0,1.0,0,0,0,0,0,0,2,False,0.11,0.15
2024-25,9,633,109248.0,3890.0,Mikel Merino,Mikel Merino,3,1,Arsenal,9,2024-10-27T16:30:00Z,2024-10-27,60,8,90,1,0.47,2,0,0.06,0,0,0,1.0,0,0,0,0,1,2,2,True,0.04,0.4
2024-25,10,633,109352.0,3893.0,Mikel Merino,Mikel Merino,3,1,Arsenal,23,2024-11-02T12:30:00Z,2024-11-02,60,1,60,0,0.15,1,0,0.0,1,0,0,0.0,0,0,0,0,0,0,1,False,0.13,0.37
2024-25,11,633,109690.0,3904.0,Mikel Merino,Mikel Merino,3,1,Arsenal,4,2024-11-10T16:30:00Z,2024-11-10,60,1,19,0,0.38,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.1
2024-25,12,633,109939.0,3913.0,Mikel Merino,Mikel Merino,3,1,Arsenal,32,2024-11-23T15:00:00Z,2024-11-23,60,3,90,0,0.04,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,3,True,0.0,0.04
2024-25,13,633,,,Mikel Merino,Mikel Merino,3,1,,20,2024-11-30T17:30:00Z,,60,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,5,2,False,0.0,0.0
2024-25,14,633,110527.0,3932.0,Mikel Merino,Mikel Merino,3,1,Arsenal,11,2024-12-04T20:15:00Z,2024-12-04,60,1,19,0,0.19,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,True,0.01,0.07
2024-25,15,633,110999.0,3947.0,Mikel Merino,Mikel Merino,3,1,Arsenal,25,2024-12-08T14:00:00Z,2024-12-08,60,1,16,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.01,0.0
2024-25,16,633,111160.0,3953.0,Mikel Merino,Mikel Merino,3,1,Arsenal,6,2024-12-14T15:00:00Z,2024-12-14,60,3,68,0,0.06,0,0,0.17,0,0,1,2.0,0,0,0,0,0,0,0,True,0.17,0.11
2024-25,17,633,111478.0,3963.0,Mikel Merino,Mikel Merino,3,1,Arsenal,5,2024-12-21T17:30:00Z,2024-12-21,60,1,4,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,5,1,False,0.0,0.0
2024-25,18,633,111708.0,3971.0,Mikel Merino,Mikel Merino,3,1,Arsenal,34,2024-12-27T20:15:00Z,2024-12-27,60,1,18,0,0.07,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,True,0.01,0.04
2024-25,19,633,112025.0,3981.0,Mikel Merino,Mikel Merino,3,1,Arsenal,31,2025-01-01T17:30:00Z,2025-01-01,60,8,77,1,0.96,1,0,0.0,0,0,0,0.0,0,0,0,0,1,3,1,False,0.1,0.66
2024-25,20,633,112358.0,3992.0,Mikel Merino,Mikel Merino,3,1,Arsenal,21,2025-01-04T17:30:00Z,2025-01-04,60,4,90,0,0.43,1,1,0.32,1,0,0,2.0,0,0,0,0,0,1,1,False,0.05,0.12
2024-25,21,633,112583.0,4000.0,Mikel Merino,Mikel Merino,3,1,Arsenal,17,2025-01-15T20:00:00Z,2025-01-15,60,1,3,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,True,0.0,0.0
2024-25,22,633,112873.0,4010.0,Mikel Merino,Mikel Merino,3,1,Arsenal,27,2025-01-18T17:30:00Z,2025-01-18,60,2,90,0,0.22,2,0,0.02,0,0,0,1.0,0,0,0,0,0,2,2,True,0.04,0.18
2024-25,6,638,,,Salah-Eddine Oulad M'hand,,3,1,,8,2024-09-28T14:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,4,True,0.0,0.0
2024-25,7,638,,,Salah-Eddine Oulad M'hand,,3,1,,13,2024-10-05T14:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,3,True,0.0,0.0
2024-25,8,638,,,Salah-Eddine Oulad M'hand,,3,1,,2,2024-10-19T16:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,False,0.0,0.0
2024-25,9,638,,,Salah-Eddine Oulad M'hand,,3,1,,9,2024-10-27T16:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,True,0.0,0.0
2024-25,10,638,,,Salah-Eddine Oulad M'hand,,3,1,,23,2024-11-02T12:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,False,0.0,0.0
2024-25,11,638,,,Salah-Eddine Oulad M'hand,,3,1,,4,2024-11-10T16:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,12,638,,,Salah-Eddine Oulad M'hand,,3,1,,32,2024-11-23T15:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,3,True,0.0,0.0
2024-25,13,638,,,Salah-Eddine Oulad M'hand,,3,1,,20,2024-11-30T17:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,5,2,False,0.0,0.0
2024-25,14,638,,,Salah-Eddine Oulad M'hand,,3,1,,11,2024-12-04T20:15:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,True,0.0,0.0
2024-25,15,638,,,Salah-Eddine Oulad M'hand,,3,1,,25,2024-12-08T14:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,16,638,,,Salah-Eddine Oulad M'hand,,3,1,,6,2024-12-14T15:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,True,0.0,0.0
2024-25,17,638,,,Salah-Eddine Oulad M'hand,,3,1,,5,2024-12-21T17:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,5,1,False,0.0,0.0
2024-25,18,638,,,Salah-Eddine Oulad M'hand,,3,1,,34,2024-12-27T20:15:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,True,0.0,0.0
2024-25,19,638,,,Salah-Eddine Oulad M'hand,,3,1,,31,2025-01-01T17:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,3,1,False,0.0,0.0
2024-25,20,638,,,Salah-Eddine Oulad M'hand,,3,1,,21,2025-01-04T17:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,21,638,,,Salah-Eddine Oulad M'hand,,3,1,,17,2025-01-15T20:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,True,0.0,0.0
2024-25,22,638,,,Salah-Eddine Oulad M'hand,,3,1,,27,2025-01-18T17:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,True,0.0,0.0
2024-25,6,639,,,Tommy Setford,,1,1,,8,2024-09-28T14:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,4,True,0.0,0.0
2024-25,7,639,,,Tommy Setford,,1,1,,13,2024-10-05T14:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,3,True,0.0,0.0
2024-25,8,639,,,Tommy Setford,,1,1,,2,2024-10-19T16:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,False,0.0,0.0
2024-25,9,639,,,Tommy Setford,,1,1,,9,2024-10-27T16:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,True,0.0,0.0
2024-25,10,639,,,Tommy Setford,,1,1,,23,2024-11-02T12:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,False,0.0,0.0
2024-25,11,639,,,Tommy Setford,,1,1,,4,2024-11-10T16:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,12,639,,,Tommy Setford,,1,1,,32,2024-11-23T15:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,3,True,0.0,0.0
2024-25,13,639,,,Tommy Setford,,1,1,,20,2024-11-30T17:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,5,2,False,0.0,0.0
2024-25,14,639,,,Tommy Setford,,1,1,,11,2024-12-04T20:15:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,True,0.0,0.0
2024-25,15,639,,,Tommy Setford,,1,1,,25,2024-12-08T14:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,16,639,,,Tommy Setford,,1,1,,6,2024-12-14T15:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,True,0.0,0.0
2024-25,17,639,,,Tommy Setford,,1,1,,5,2024-12-21T17:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,5,1,False,0.0,0.0
2024-25,18,639,,,Tommy Setford,,1,1,,34,2024-12-27T20:15:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,True,0.0,0.0
2024-25,19,639,,,Tommy Setford,,1,1,,31,2025-01-01T17:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,3,1,False,0.0,0.0
2024-25,20,639,,,Tommy Setford,,1,1,,21,2025-01-04T17:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,21,639,,,Tommy Setford,,1,1,,17,2025-01-15T20:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,True,0.0,0.0
2024-25,22,639,,,Tommy Setford,,1,1,,27,2025-01-18T17:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,True,0.0,0.0
2024-25,6,657,,,Maldini Kacurri,,2,1,,8,2024-09-28T14:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,4,True,0.0,0.0
2024-25,7,657,,,Maldini Kacurri,,2,1,,13,2024-10-05T14:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,3,True,0.0,0.0
2024-25,8,657,,,Maldini Kacurri,,2,1,,2,2024-10-19T16:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,False,0.0,0.0
2024-25,9,657,,,Maldini Kacurri,,2,1,,9,2024-10-27T16:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,True,0.0,0.0
2024-25,10,657,,,Maldini Kacurri,,2,1,,23,2024-11-02T12:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,False,0.0,0.0
2024-25,11,657,,,Maldini Kacurri,,2,1,,4,2024-11-10T16:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,12,657,,,Maldini Kacurri,,2,1,,32,2024-11-23T15:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,3,True,0.0,0.0
2024-25,13,657,,,Maldini Kacurri,,2,1,,20,2024-11-30T17:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,5,2,False,0.0,0.0
2024-25,14,657,,,Maldini Kacurri,,2,1,,11,2024-12-04T20:15:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,True,0.0,0.0
2024-25,15,657,,,Maldini Kacurri,,2,1,,25,2024-12-08T14:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,16,657,,,Maldini Kacurri,,2,1,,6,2024-12-14T15:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,True,0.0,0.0
2024-25,17,657,,,Maldini Kacurri,,2,1,,5,2024-12-21T17:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,5,1,False,0.0,0.0
2024-25,18,657,,,Maldini Kacurri,,2,1,,34,2024-12-27T20:15:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,True,0.0,0.0
2024-25,19,657,,,Maldini Kacurri,,2,1,,31,2025-01-01T17:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,3,1,False,0.0,0.0
2024-25,20,657,,,Maldini Kacurri,,2,1,,21,2025-01-04T17:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,21,657,,,Maldini Kacurri,,2,1,,17,2025-01-15T20:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,True,0.0,0.0
2024-25,22,657,,,Maldini Kacurri,,2,1,,27,2025-01-18T17:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,True,0.0,0.0
2024-25,6,658,,,Ayden Heaven,,2,1,,8,2024-09-28T14:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,4,True,0.0,0.0
2024-25,7,658,,,Ayden Heaven,,2,1,,13,2024-10-05T14:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,3,True,0.0,0.0
2024-25,8,658,,,Ayden Heaven,,2,1,,2,2024-10-19T16:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,False,0.0,0.0
2024-25,9,658,,,Ayden Heaven,,2,1,,9,2024-10-27T16:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,True,0.0,0.0
2024-25,10,658,,,Ayden Heaven,,2,1,,23,2024-11-02T12:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,False,0.0,0.0
2024-25,11,658,,,Ayden Heaven,,2,1,,4,2024-11-10T16:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,12,658,,,Ayden Heaven,,2,1,,32,2024-11-23T15:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,3,True,0.0,0.0
2024-25,13,658,,,Ayden Heaven,,2,1,,20,2024-11-30T17:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,5,2,False,0.0,0.0
2024-25,14,658,,,Ayden Heaven,,2,1,,11,2024-12-04T20:15:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,True,0.0,0.0
2024-25,15,658,,,Ayden Heaven,,2,1,,25,2024-12-08T14:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,16,658,,,Ayden Heaven,,2,1,,6,2024-12-14T15:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,True,0.0,0.0
2024-25,17,658,,,Ayden Heaven,,2,1,,5,2024-12-21T17:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,5,1,False,0.0,0.0
2024-25,18,658,,,Ayden Heaven,,2,1,,34,2024-12-27T20:15:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,True,0.0,0.0
2024-25,19,658,,,Ayden Heaven,,2,1,,31,2025-01-01T17:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,3,1,False,0.0,0.0
2024-25,20,658,,,Ayden Heaven,,2,1,,21,2025-01-04T17:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,21,658,,,Ayden Heaven,,2,1,,17,2025-01-15T20:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,True,0.0,0.0
2024-25,22,658,,,Ayden Heaven,,2,1,,27,2025-01-18T17:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,True,0.0,0.0
2024-25,6,659,,,Ismeal Kabia,,3,1,,8,2024-09-28T14:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,4,True,0.0,0.0
2024-25,7,659,,,Ismeal Kabia,,3,1,,13,2024-10-05T14:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,3,True,0.0,0.0
2024-25,8,659,,,Ismeal Kabia,,3,1,,2,2024-10-19T16:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,False,0.0,0.0
2024-25,9,659,,,Ismeal Kabia,,3,1,,9,2024-10-27T16:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,True,0.0,0.0
2024-25,10,659,,,Ismeal Kabia,,3,1,,23,2024-11-02T12:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,False,0.0,0.0
2024-25,11,659,,,Ismeal Kabia,,3,1,,4,2024-11-10T16:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,12,659,,,Ismeal Kabia,,3,1,,32,2024-11-23T15:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,3,True,0.0,0.0
2024-25,13,659,,,Ismeal Kabia,,3,1,,20,2024-11-30T17:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,5,2,False,0.0,0.0
2024-25,14,659,,,Ismeal Kabia,,3,1,,11,2024-12-04T20:15:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,True,0.0,0.0
2024-25,15,659,,,Ismeal Kabia,,3,1,,25,2024-12-08T14:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,16,659,,,Ismeal Kabia,,3,1,,6,2024-12-14T15:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,True,0.0,0.0
2024-25,17,659,,,Ismeal Kabia,,3,1,,5,2024-12-21T17:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,5,1,False,0.0,0.0
2024-25,18,659,,,Ismeal Kabia,,3,1,,34,2024-12-27T20:15:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,True,0.0,0.0
2024-25,19,659,,,Ismeal Kabia,,3,1,,31,2025-01-01T17:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,3,1,False,0.0,0.0
2024-25,20,659,,,Ismeal Kabia,,3,1,,21,2025-01-04T17:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,21,659,,,Ismeal Kabia,,3,1,,17,2025-01-15T20:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,True,0.0,0.0
2024-25,22,659,,,Ismeal Kabia,,3,1,,27,2025-01-18T17:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,True,0.0,0.0
2024-25,6,662,,,Josh Nichols,,2,1,,8,2024-09-28T14:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,4,True,0.0,0.0
2024-25,7,662,,,Josh Nichols,,2,1,,13,2024-10-05T14:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,3,True,0.0,0.0
2024-25,8,662,,,Josh Nichols,,2,1,,2,2024-10-19T16:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,False,0.0,0.0
2024-25,9,662,,,Josh Nichols,,2,1,,9,2024-10-27T16:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,True,0.0,0.0
2024-25,10,662,,,Josh Nichols,,2,1,,23,2024-11-02T12:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,False,0.0,0.0
2024-25,11,662,,,Josh Nichols,,2,1,,4,2024-11-10T16:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,12,662,,,Josh Nichols,,2,1,,32,2024-11-23T15:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,3,True,0.0,0.0
2024-25,13,662,,,Josh Nichols,,2,1,,20,2024-11-30T17:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,5,2,False,0.0,0.0
2024-25,14,662,,,Josh Nichols,,2,1,,11,2024-12-04T20:15:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,True,0.0,0.0
2024-25,15,662,,,Josh Nichols,,2,1,,25,2024-12-08T14:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,16,662,,,Josh Nichols,,2,1,,6,2024-12-14T15:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,True,0.0,0.0
2024-25,17,662,,,Josh Nichols,,2,1,,5,2024-12-21T17:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,5,1,False,0.0,0.0
2024-25,18,662,,,Josh Nichols,,2,1,,34,2024-12-27T20:15:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,True,0.0,0.0
2024-25,19,662,,,Josh Nichols,,2,1,,31,2025-01-01T17:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,3,1,False,0.0,0.0
2024-25,20,662,,,Josh Nichols,,2,1,,21,2025-01-04T17:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,21,662,,,Josh Nichols,,2,1,,17,2025-01-15T20:00:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,2,True,0.0,0.0
2024-25,22,662,,,Josh Nichols,,2,1,,27,2025-01-18T17:30:00Z,,40,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,True,0.0,0.0
2024-25,7,665,,,Nathan Butler-Oyedeji,,4,1,,13,2024-10-05T14:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,3,True,0.0,0.0
2024-25,8,665,,,Nathan Butler-Oyedeji,,4,1,,2,2024-10-19T16:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,False,0.0,0.0
2024-25,9,665,,,Nathan Butler-Oyedeji,,4,1,,9,2024-10-27T16:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,2,2,True,0.0,0.0
2024-25,10,665,,,Nathan Butler-Oyedeji,,4,1,,23,2024-11-02T12:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,False,0.0,0.0
2024-25,11,665,,,Nathan Butler-Oyedeji,,4,1,,4,2024-11-10T16:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,12,665,,,Nathan Butler-Oyedeji,,4,1,,32,2024-11-23T15:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,3,True,0.0,0.0
2024-25,13,665,,,Nathan Butler-Oyedeji,,4,1,,20,2024-11-30T17:30:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,5,2,False,0.0,0.0
2024-25,14,665,,,Nathan Butler-Oyedeji,,4,1,,11,2024-12-04T20:15:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,2,True,0.0,0.0
2024-25,15,665,,,Nathan Butler-Oyedeji,,4,1,,25,2024-12-08T14:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,1,1,False,0.0,0.0
2024-25,16,665,,,Nathan Butler-Oyedeji,,4,1,,6,2024-12-14T15:00:00Z,,45,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,True,0.0,0.0
