id,player_name,game_id,team_name,minutes,shots,goals,key_passes,assists,xG,xA
113878,Neco Williams,4043,Nottingham Forest,90,3,0,0,0,0.09,0.00
113879,Morgan Gibbs-White,4043,Nottingham Forest,90,0,0,1,1,0.00,0.08
113880,Elliot Anderson,4043,Nottingham Forest,86,1,0,0,0,0.01,0.00
113881,Danilo,4043,Nottingham Forest,64,0,0,0,0,0.00,0.00
113882,Chris Wood,4043,Nottingham Forest,90,1,1,1,0,0.08,0.02
113883,Anthony Elanga,4043,Nottingham Forest,90,2,0,1,0,0.10,0.03
113884,Jota Silva,4043,Nottingham Forest,4,0,0,0,0,0.00,0.00
113885,Callum Hudson-Odoi,4043,Nottingham Forest,21,1,0,0,0,0.05,0.00
113886,Ibrahim Sangare,4043,Nottingham Forest,26,0,0,0,0,0.00,0.00
113887,Mads Hermansen,4044,Leicester,90,0,0,0,0,0.00,0.00
113888,James Justin,4044,Leicester,42,0,0,0,0,0.00,0.00
113889,Wout Faes,4044,Leicester,90,0,0,0,0,0.00,0.00
113890,Caleb Okoli,4044,Leicester,90,0,0,0,0,0.00,0.00
113891,Victor Kristiansen,4044,Leicester,90,0,0,1,0,0.00,0.04
113892,Boubakary Soumare,4044,Leicester,90,0,0,0,0,0.00,0.00
113893,Wilfred Ndidi,4044,Leicester,89,2,0,0,0,0.10,0.00
113894,Bobby Reid,4044,Leicester,89,1,0,0,0,0.02,0.00
113895,Bilal El Khannouss,4044,Leicester,90,1,0,2,0,0.05,0.07
113896,Jordan Ayew,4044,Leicester,79,0,0,0,0,0.00,0.00
113897,Jamie Vardy,4044,Leicester,90,0,0,1,0,0.00,0.05
113898,Facundo Buonanotte,4044,Leicester,1,1,0,0,0,0.03,0.00
113899,Woyo Coulibaly,4044,Leicester,48,0,0,0,0,0.00,0.00
113900,Patson Daka,4044,Leicester,1,0,0,0,0,0.00,0.00
113901,Stephy Mavididi,4044,Leicester,11,1,0,0,0,0.04,0.00
113902,David Raya,4044,Arsenal,90,0,0,0,0,0.00,0.00
113903,Jurriën Timber,4044,Arsenal,90,0,0,0,0,0.00,0.00
113904,Gabriel,4044,Arsenal,90,0,0,1,0,0.00,0.03
113905,William Saliba,4044,Arsenal,90,0,0,0,0,0.00,0.00
113906,Myles Lewis-Skelly,4044,Arsenal,80,0,0,0,0,0.00,0.00
113907,Thomas Partey,4044,Arsenal,80,1,0,0,0,0.01,0.00
113908,Martin Odegaard,4044,Arsenal,90,1,0,2,0,0.03,0.51
113909,Declan Rice,4044,Arsenal,90,1,0,1,0,0.06,0.05
113910,Ethan Nwaneri,4044,Arsenal,90,4,0,2,1,0.31,0.49
113911,Leandro Trossard,4044,Arsenal,90,1,0,1,1,0.34,0.54
113912,Raheem Sterling,4044,Arsenal,73,1,0,1,0,0.03,0.02
113913,Jorginho,4044,Arsenal,10,0,0,0,0,0.00,0.00
113914,Riccardo Calafiori,4044,Arsenal,10,0,0,0,0,0.00,0.00
113915,Mikel Merino,4044,Arsenal,17,2,2,0,0,0.97,0.00
113916,Kieran Tierney,4044,Arsenal,1,0,0,0,0,0.00,0.00
113917,Alisson,4045,Liverpool,90,0,0,0,0,0.00,0.00
113918,Trent Alexander-Arnold,4045,Liverpool,67,2,0,0,0,0.09,0.00
113919,Ibrahima Konaté,4045,Liverpool,49,0,0,1,0,0.00,0.04
113920,Virgil van Dijk,4045,Liverpool,90,0,0,1,0,0.00,0.05
113921,Andrew Robertson,4045,Liverpool,90,0,0,1,0,0.00,0.05
113922,Alexis Mac Allister,4045,Liverpool,90,0,0,1,0,0.00,0.07
113923,Ryan Gravenberch,4045,Liverpool,90,0,0,0,0,0.00,0.00
113924,Mohamed Salah,4045,Liverpool,90,2,1,0,0,0.83,0.00
113925,Dominik Szoboszlai,4045,Liverpool,90,1,0,0,0,0.05,0.00
113926,Luis Díaz,4045,Liverpool,74,1,1,0,0,0.52,0.00
113927,Diogo Jota,4045,Liverpool,67,4,0,0,0,0.37,0.00
113928,Wataru Endo,4045,Liverpool,16,0,0,0,0,0.00,0.00
113929,Darwin Núñez,4045,Liverpool,23,0,0,0,0,0.00,0.00
113930,Jarell Quansah,4045,Liverpool,41,0,0,0,0,0.00,0.00
113931,Conor Bradley,4045,Liverpool,23,0,0,0,0,0.00,0.00
113932,José Sá,4045,Wolverhampton Wanderers,90,0,0,0,0,0.00,0.00
113933,Matt Doherty,4045,Wolverhampton Wanderers,90,0,0,0,0,0.00,0.00
113934,Toti,4045,Wolverhampton Wanderers,90,0,0,0,0,0.00,0.00
113935,Emmanuel Agbadou,4045,Wolverhampton Wanderers,64,1,0,0,0,0.01,0.00
113936,Nélson Semedo,4045,Wolverhampton Wanderers,90,1,0,0,0,0.01,0.00
113937,Rayan Ait Nouri,4045,Wolverhampton Wanderers,90,0,0,2,0,0.00,0.15
113938,André,4045,Wolverhampton Wanderers,90,1,0,2,0,0.03,0.02
113939,João Gomes,4045,Wolverhampton Wanderers,86,2,0,1,0,0.23,0.03
113940,Matheus Cunha,4045,Wolverhampton Wanderers,90,6,1,1,0,0.34,0.13
113941,Pablo Sarabia,4045,Wolverhampton Wanderers,49,2,0,1,0,0.07,0.03
113942,Gonçalo Guedes,4045,Wolverhampton Wanderers,49,0,0,1,0,0.00,0.07
113943,Jean-Ricner Bellegarde,4045,Wolverhampton Wanderers,41,0,0,3,1,0.00,0.41
113944,Santiago Bueno,4045,Wolverhampton Wanderers,26,0,0,0,0,0.00,0.00
113945,Marshall Munetsi,4045,Wolverhampton Wanderers,41,2,0,0,0,0.28,0.00
113946,Tommy Doyle,4045,Wolverhampton Wanderers,4,1,0,0,0,0.08,0.00
113947,Pedro Lima,4045,Wolverhampton Wanderers,1,0,0,0,0,0.00,0.00
113948,Ederson,4046,Manchester City,90,0,0,1,1,0.00,0.28
113949,Rico Lewis,4046,Manchester City,90,0,0,0,0,0.00,0.00
113950,Abduqodir Khusanov,4046,Manchester City,90,0,0,0,0,0.00,0.00
113951,John Stones,4046,Manchester City,90,0,0,0,0,0.00,0.00
113952,Josko Gvardiol,4046,Manchester City,88,0,0,1,0,0.00,0.07
113953,Ilkay Gündogan,4046,Manchester City,88,0,0,2,1,0.00,0.11
113954,Nico González,4046,Manchester City,90,0,0,0,0,0.00,0.00
113955,Sávio,4046,Manchester City,90,3,0,1,1,0.49,0.49
113956,Phil Foden,4046,Manchester City,77,1,0,3,0,0.03,0.52
113957,Omar Marmoush,4046,Manchester City,77,4,3,0,0,0.92,0.00
113958,Erling Haaland,4046,Manchester City,89,2,0,2,1,0.11,0.62
113959,Jéremy Doku,4046,Manchester City,13,0,0,1,0,0.00,0.04
113960,Mateo Kovacic,4046,Manchester City,2,0,0,0,0,0.00,0.00
113961,Matheus Nunes,4046,Manchester City,1,0,0,0,0,0.00,0.00
113962,James McAtee,4046,Manchester City,13,1,1,0,0,0.58,0.00
113963,Nico O'Reilly,4046,Manchester City,2,0,0,0,0,0.00,0.00
113964,Martin Dubravka,4046,Newcastle United,90,0,0,0,0,0.00,0.00
113965,Kieran Trippier,4046,Newcastle United,47,0,0,1,0,0.00,0.01
113966,Fabian Schär,4046,Newcastle United,90,0,0,0,0,0.00,0.00
113967,Dan Burn,4046,Newcastle United,90,0,0,0,0,0.00,0.00
113968,Lewis Hall,4046,Newcastle United,90,0,0,1,0,0.00,0.09
113969,Bruno Guimarães,4046,Newcastle United,73,1,0,0,0,0.01,0.00
113970,Sandro Tonali,4046,Newcastle United,90,0,0,0,0,0.00,0.00
113971,Joe Willock,4046,Newcastle United,47,0,0,1,0,0.00,0.05
113972,Jacob Murphy,4046,Newcastle United,90,0,0,0,0,0.00,0.00
113973,Alexander Isak,4046,Newcastle United,90,1,0,0,0,0.05,0.00
113974,Anthony Gordon,4046,Newcastle United,74,0,0,0,0,0.00,0.00
113975,Emil Krafth,4046,Newcastle United,1,0,0,0,0,0.00,0.00
113976,Callum Wilson,4046,Newcastle United,16,0,0,0,0,0.00,0.00
113977,Sean Longstaff,4046,Newcastle United,17,0,0,0,0,0.00,0.00
113978,Valentino Livramento,4046,Newcastle United,43,0,0,0,0,0.00,0.00
113979,Lewis Miley,4046,Newcastle United,43,1,0,0,0,0.09,0.00
113980,Aaron Ramsdale,4047,Southampton,90,0,0,0,0,0.00,0.00
113981,Jan Bednarek,4047,Southampton,90,0,0,0,0,0.00,0.00
113982,James Bree,4047,Southampton,90,1,0,0,0,0.02,0.00
113983,Nathan Wood,4047,Southampton,47,0,0,0,0,0.00,0.00
113984,Kyle Walker-Peters,4047,Southampton,90,0,0,1,0,0.00,0.02
113985,William Smallbone,4047,Southampton,57,0,0,1,0,0.00,0.02
113986,Joe Ayodele-Aribo,4047,Southampton,86,0,0,0,0,0.00,0.00
113987,Welington,4047,Southampton,47,0,0,0,0,0.00,0.00
113988,Mateus Fernandes,4047,Southampton,90,0,0,1,0,0.00,0.03
113989,Kamaldeen Sulemana,4047,Southampton,86,5,1,1,0,0.35,0.07
113990,Paul Onuachu,4047,Southampton,90,2,0,2,1,0.08,0.15
113991,Chimuanya Ugochukwu,4047,Southampton,43,1,0,3,0,0.04,0.19
113992,Ryan Manning,4047,Southampton,4,0,0,1,0,0.00,0.47
113993,Yukinari Sugawara,4047,Southampton,43,1,0,1,0,0.02,0.04
113994,Cameron Archer,4047,Southampton,4,1,0,0,0,0.47,0.00
113995,Tyler Dibling,4047,Southampton,33,0,0,0,0,0.00,0.00
113996,Kepa,4047,Bournemouth,90,0,0,0,0,0.00,0.00
113997,Lewis Cook,4047,Bournemouth,90,1,0,2,0,0.02,0.15
113998,Dean Huijsen,4047,Bournemouth,90,0,0,0,0,0.00,0.00
113999,Illia Zabarnyi,4047,Bournemouth,90,0,0,0,0,0.00,0.00
114000,Milos Kerkez,4047,Bournemouth,90,1,0,1,0,0.07,0.04
114001,Tyler Adams,4047,Bournemouth,90,0,0,2,0,0.00,0.04
114002,Ryan Christie,4047,Bournemouth,89,3,1,2,1,0.09,0.56
114003,David Brooks,4047,Bournemouth,68,1,0,0,0,0.10,0.00
114004,Justin Kluivert,4047,Bournemouth,78,1,0,4,1,0.04,0.88
114005,Antoine Semenyo,4047,Bournemouth,90,1,0,2,1,0.79,0.35
114006,Dango Ouattara,4047,Bournemouth,89,4,1,0,0,0.82,0.00
114007,Luis Sinisterra,4047,Bournemouth,1,0,0,0,0,0.00,0.00
114008,Marcus Tavernier,4047,Bournemouth,22,1,1,0,0,0.10,0.00
114009,Alex Scott,4047,Bournemouth,12,1,0,0,0,0.06,0.00
114010,Daniel Jebbison,4047,Bournemouth,1,0,0,0,0,0.00,0.00
114011,Guglielmo Vicario,4048,Tottenham,90,0,0,0,0,0.00,0.00
114012,Pedro Porro,4048,Tottenham,90,0,0,3,0,0.00,0.09
114013,Kevin Danso,4048,Tottenham,79,1,0,1,0,0.02,0.06
114014,Ben Davies,4048,Tottenham,90,1,0,1,0,0.09,0.05
114015,Djed Spence,4048,Tottenham,90,1,0,1,0,0.01,0.12
114016,Lucas Bergvall,4048,Tottenham,65,2,0,1,0,0.11,0.05
114017,Rodrigo Bentancur,4048,Tottenham,79,1,0,2,0,0.04,0.04
114018,James Maddison,4048,Tottenham,65,1,1,1,0,0.65,0.14
114019,Dejan Kulusevski,4048,Tottenham,90,4,0,1,0,0.32,0.15
114020,Mathys Tel,4048,Tottenham,90,7,0,1,0,0.60,0.08
114021,Son Heung-Min,4048,Tottenham,88,3,0,4,0,0.17,0.24
114022,Wilson Odobert,4048,Tottenham,2,0,0,0,0,0.00,0.00
114023,Yves Bissouma,4048,Tottenham,11,1,0,0,0,0.03,0.00
114024,Pape Sarr,4048,Tottenham,25,0,0,2,0,0.00,0.18
114025,Archie Gray,4048,Tottenham,11,0,0,0,0,0.00,0.00
114026,Brennan Johnson,4048,Tottenham,25,0,0,0,0,0.00,0.00
114027,André Onana,4048,Manchester United,90,0,0,0,0,0.00,0.00
114028,Noussair Mazraoui,4048,Manchester United,90,0,0,1,0,0.00,0.30
114029,Matthijs de Ligt,4048,Manchester United,90,2,0,1,0,0.08,0.03
114030,Harry Maguire,4048,Manchester United,90,0,0,1,0,0.00,0.04
114031,Diogo Dalot,4048,Manchester United,90,1,0,0,0,0.11,0.00
114032,Patrick Dorgu,4048,Manchester United,90,1,0,2,0,0.03,0.10
114033,Casemiro,4048,Manchester United,90,2,0,2,0,0.21,0.10
114034,Bruno Fernandes,4048,Manchester United,90,1,0,4,0,0.02,0.48
114035,Alejandro Garnacho,4048,Manchester United,90,4,0,1,0,0.49,0.02
114036,Joshua Zirkzee,4048,Manchester United,90,2,0,1,0,0.32,0.11
114037,Rasmus Højlund,4048,Manchester United,90,3,0,0,0,0.18,0.00
114038,Chido Obi-Martin,4048,Manchester United,1,0,0,0,0,0.00,0.00
114039,Alphonse Areola,4049,West Ham,90,0,0,0,0,0.00,0.00
114040,Aaron Wan-Bissaka,4049,West Ham,90,0,0,0,0,0.00,0.00
114041,Konstantinos Mavropanos,4049,West Ham,90,1,0,0,0,0.02,0.00
114042,Max Kilman,4049,West Ham,90,0,0,1,0,0.00,0.03
114043,Emerson,4049,West Ham,50,1,0,0,0,0.01,0.00
114044,Tomas Soucek,4049,West Ham,50,1,0,0,0,0.06,0.00
114045,Edson Álvarez,4049,West Ham,90,0,0,0,0,0.00,0.00
114046,Jarrod Bowen,4049,West Ham,90,0,0,1,0,0.00,0.08
114047,Mohammed Kudus,4049,West Ham,90,3,0,0,0,0.23,0.00
114048,Carlos Soler,4049,West Ham,50,0,0,0,0,0.00,0.00
114049,Lucas Paquetá,4049,West Ham,90,2,0,3,0,0.10,0.10
114050,Luis Guilherme,4049,West Ham,1,0,0,0,0,0.00,0.00
114051,Evan Ferguson,4049,West Ham,40,2,0,1,0,0.10,0.12
114052,James Ward-Prowse,4049,West Ham,40,1,0,1,0,0.05,0.00
114053,Oliver Scarles,4049,West Ham,40,2,0,0,0,0.11,0.00
114054,Mark Flekken,4049,Brentford,90,0,0,0,0,0.00,0.00
114055,Kristoffer Ajer,4049,Brentford,90,0,0,0,0,0.00,0.00
114056,Nathan Collins,4049,Brentford,90,0,0,0,0,0.00,0.00
114057,Sepp van den Berg,4049,Brentford,64,0,0,1,0,0.00,0.02
114058,Keane Lewis-Potter,4049,Brentford,90,2,0,2,0,0.09,0.20
114059,Christian Nørgaard,4049,Brentford,90,1,0,1,0,0.05,0.07
114060,Vitaly Janelt,4049,Brentford,79,0,0,0,0,0.00,0.00
114061,Bryan Mbeumo,4049,Brentford,90,3,0,3,0,0.38,0.47
114062,Mikkel Damsgaard,4049,Brentford,90,2,0,2,0,0.11,0.26
114063,Kevin Schade,4049,Brentford,79,3,1,0,0,1.04,0.00
114064,Yoane Wissa,4049,Brentford,90,3,0,0,0,0.30,0.00
114065,Mathias Jensen,4049,Brentford,11,0,0,1,0,0.00,0.04
114066,Ethan Pinnock,4049,Brentford,26,0,0,0,0,0.00,0.00
114067,Fabio Carvalho,4049,Brentford,1,0,0,0,0,0.00,0.00
114068,Yehor Yarmolyuk,4049,Brentford,11,0,0,0,0,0.00,0.00
114069,Michael Kayode,4049,Brentford,1,0,0,0,0,0.00,0.00
114070,Kepa,4050,Bournemouth,90,0,0,0,0,0.00,0.00
114071,James Hill,4050,Bournemouth,64,1,0,0,0,0.03,0.00
114072,Dean Huijsen,4050,Bournemouth,90,0,0,0,0,0.00,0.00
114073,Illia Zabarnyi,4050,Bournemouth,30,0,0,0,0,0.00,0.00
114074,Milos Kerkez,4050,Bournemouth,90,0,0,0,0,0.00,0.00
114075,Lewis Cook,4050,Bournemouth,90,0,0,0,0,0.00,0.00
114076,Ryan Christie,4050,Bournemouth,64,2,0,2,0,0.12,0.06
114077,Marcus Tavernier,4050,Bournemouth,90,1,0,0,0,0.01,0.00
114078,Justin Kluivert,4050,Bournemouth,77,1,0,1,0,0.34,0.03
114079,Antoine Semenyo,4050,Bournemouth,90,1,0,1,0,0.04,0.34
114080,Dango Ouattara,4050,Bournemouth,90,2,0,2,0,0.09,0.14
114081,Tyler Adams,4050,Bournemouth,26,0,0,0,0,0.00,0.00
114082,Alex Scott,4050,Bournemouth,13,0,0,0,0,0.00,0.00
114083,Daniel Jebbison,4050,Bournemouth,1,0,0,0,0,0.00,0.00
114084,David Brooks,4050,Bournemouth,26,0,0,0,0,0.00,0.00
114085,José Sá,4050,Wolverhampton Wanderers,90,0,0,0,0,0.00,0.00
114086,Matt Doherty,4050,Wolverhampton Wanderers,90,0,0,0,0,0.00,0.00
114087,Toti,4050,Wolverhampton Wanderers,90,1,0,0,0,0.12,0.00
114088,Santiago Bueno,4050,Wolverhampton Wanderers,77,0,0,0,0,0.00,0.00
114089,Nélson Semedo,4050,Wolverhampton Wanderers,90,2,0,0,0,0.17,0.00
114090,Rayan Ait Nouri,4050,Wolverhampton Wanderers,84,1,0,1,0,0.09,0.02
114091,André,4050,Wolverhampton Wanderers,90,0,0,0,0,0.00,0.00
114092,João Gomes,4050,Wolverhampton Wanderers,50,0,0,0,0,0.00,0.00
114093,Matheus Cunha,4050,Wolverhampton Wanderers,90,3,1,4,0,0.53,0.41
114094,Jean-Ricner Bellegarde,4050,Wolverhampton Wanderers,84,1,0,2,0,0.30,0.72
114095,Marshall Munetsi,4050,Wolverhampton Wanderers,90,2,0,1,1,0.73,0.42
114096,Nasser Djiga,4050,Wolverhampton Wanderers,13,0,0,0,0,0.00,0.00
114097,Jørgen Strand Larsen,4050,Wolverhampton Wanderers,40,1,0,1,0,0.08,0.06
114098,Pablo Sarabia,4050,Wolverhampton Wanderers,6,1,0,0,0,0.03,0.00
114099,Tommy Doyle,4050,Wolverhampton Wanderers,1,0,0,0,0,0.00,0.00
114100,Pedro Lima,4050,Wolverhampton Wanderers,6,1,0,0,0,0.05,0.00
114101,David Raya,4051,Arsenal,90,0,0,0,0,0.00,0.00
114102,Jurriën Timber,4051,Arsenal,90,0,0,1,0,0.00,0.02
114103,Gabriel,4051,Arsenal,90,2,0,0,0,0.08,0.00
114104,William Saliba,4051,Arsenal,89,0,0,0,0,0.00,0.00
114105,Riccardo Calafiori,4051,Arsenal,58,2,0,1,0,0.08,0.04
114106,Thomas Partey,4051,Arsenal,90,0,0,2,0,0.00,0.41
114107,Martin Odegaard,4051,Arsenal,90,3,0,4,0,0.11,0.20
114108,Declan Rice,4051,Arsenal,58,1,0,2,0,0.04,0.09
114109,Ethan Nwaneri,4051,Arsenal,83,1,0,1,0,0.03,0.06
114110,Mikel Merino,4051,Arsenal,90,2,0,2,0,0.48,0.08
114111,Leandro Trossard,4051,Arsenal,90,5,0,3,0,0.26,0.19
114112,Oleksandr Zinchenko,4051,Arsenal,32,2,0,0,0,0.11,0.00
114113,Raheem Sterling,4051,Arsenal,7,1,0,1,0,0.12,0.04
114114,Myles Lewis-Skelly,4051,Arsenal,17,0,0,0,0,0.00,0.00
114115,Ben White,4051,Arsenal,1,1,0,0,0,0.06,0.00
114116,Alphonse Areola,4051,West Ham,90,0,0,0,0,0.00,0.00
114117,Aaron Wan-Bissaka,4051,West Ham,90,1,0,2,1,0.07,0.79
114118,Jean-Clair Todibo,4051,West Ham,64,0,0,0,0,0.00,0.00
114119,Max Kilman,4051,West Ham,90,0,0,0,0,0.00,0.00
114120,Aaron Cresswell,4051,West Ham,90,0,0,0,0,0.00,0.00
114121,Oliver Scarles,4051,West Ham,90,0,0,0,0,0.00,0.00
114122,Tomas Soucek,4051,West Ham,90,2,0,0,0,0.16,0.00
114123,Edson Álvarez,4051,West Ham,90,0,0,0,0,0.00,0.00
114124,James Ward-Prowse,4051,West Ham,90,0,0,1,0,0.00,0.06
114125,Mohammed Kudus,4051,West Ham,90,0,0,2,0,0.00,0.18
114126,Jarrod Bowen,4051,West Ham,84,2,1,0,0,0.79,0.00
114127,Konstantinos Mavropanos,4051,West Ham,26,0,0,0,0,0.00,0.00
114128,Evan Ferguson,4051,West Ham,6,0,0,0,0,0.00,0.00
114129,Carlos Soler,4051,West Ham,1,0,0,0,0,0.00,0.00
114130,Emiliano Martinez,4052,Aston Villa,90,0,0,0,0,0.00,0.00
114131,Matthew Cash,4052,Aston Villa,76,0,0,0,0,0.00,0.00
114132,Tyrone Mings,4052,Aston Villa,66,0,0,0,0,0.00,0.00
114133,Ezri Konsa Ngoyo,4052,Aston Villa,90,0,0,0,0,0.00,0.00
114134,Ian Maatsen,4052,Aston Villa,90,0,0,0,0,0.00,0.00
114135,Youri Tielemans,4052,Aston Villa,90,0,0,2,0,0.00,0.59
114136,John McGinn,4052,Aston Villa,90,1,0,0,0,0.03,0.00
114137,Morgan Rogers,4052,Aston Villa,84,0,0,1,0,0.00,0.07
114138,Marco Asensio,4052,Aston Villa,90,3,2,2,0,0.94,0.16
114139,Jacob Ramsey,4052,Aston Villa,52,0,0,0,0,0.00,0.00
114140,Ollie Watkins,4052,Aston Villa,83,4,0,0,0,0.73,0.00
114141,Leon Bailey,4052,Aston Villa,7,1,0,0,0,0.26,0.00
114142,Donyell Malen,4052,Aston Villa,6,1,0,0,0,0.62,0.00
114143,Lamare Bogarde,4052,Aston Villa,24,0,0,0,0,0.00,0.00
114144,Andrés García,4052,Aston Villa,14,0,0,1,0,0.00,0.03
114145,Marcus Rashford,4052,Aston Villa,38,2,0,3,2,0.11,1.53
114146,Filip Jorgensen,4052,Chelsea,90,0,0,0,0,0.00,0.00
114147,Malo Gusto,4052,Chelsea,90,1,0,0,0,0.03,0.00
114148,Trevoh Chalobah,4052,Chelsea,7,0,0,0,0,0.00,0.00
114149,Levi Colwill,4052,Chelsea,90,1,0,0,0,0.03,0.00
114150,Marc Cucurella,4052,Chelsea,90,0,0,0,0,0.00,0.00
114151,Moisés Caicedo,4052,Chelsea,90,0,0,1,0,0.00,0.12
114152,Reece James,4052,Chelsea,90,1,0,0,0,0.05,0.00
114153,Cole Palmer,4052,Chelsea,90,3,0,2,0,0.27,0.39
114154,Enzo Fernández,4052,Chelsea,90,4,1,2,0,1.34,0.19
114155,Christopher Nkunku,4052,Chelsea,82,1,0,2,0,0.06,0.18
114156,Pedro Neto,4052,Chelsea,90,4,0,4,1,0.40,1.14
114157,Tosin Adarabioyo,4052,Chelsea,83,0,0,0,0,0.00,0.00
114158,Jadon Sancho,4052,Chelsea,8,0,0,1,0,0.00,0.02
114159,Jordan Pickford,4053,Everton,90,0,0,0,0,0.00,0.00
114160,Jake O'Brien,4053,Everton,90,0,0,1,0,0.00,0.31
114161,James Tarkowski,4053,Everton,90,0,0,0,0,0.00,0.00
114162,Jarrad Branthwaite,4053,Everton,90,1,0,0,0,0.06,0.00
114163,Vitalii Mykolenko,4053,Everton,90,0,0,0,0,0.00,0.00
114164,Idrissa Gueye,4053,Everton,90,1,0,0,0,0.02,0.00
114165,James Garner,4053,Everton,87,0,0,0,0,0.00,0.00
114166,Jesper Lindstrom,4053,Everton,60,0,0,0,0,0.00,0.00
114167,Abdoulaye Doucouré,4053,Everton,87,2,1,1,1,0.60,0.40
114168,Jack Harrison,4053,Everton,90,2,0,3,0,0.53,0.12
114169,Beto,4053,Everton,90,3,1,1,0,0.90,0.45
114170,Tim Iroegbunam,4053,Everton,3,0,0,0,0,0.00,0.00
114171,Ashley Young,4053,Everton,30,0,0,1,0,0.00,0.46
114172,Carlos Alcaraz,4053,Everton,3,0,0,0,0,0.00,0.00
114173,André Onana,4053,Manchester United,90,0,0,0,0,0.00,0.00
114174,Noussair Mazraoui,4053,Manchester United,76,0,0,0,0,0.00,0.00
114175,Matthijs de Ligt,4053,Manchester United,90,0,0,0,0,0.00,0.00
114176,Harry Maguire,4053,Manchester United,90,0,0,0,0,0.00,0.00
114177,Diogo Dalot,4053,Manchester United,90,0,0,1,0,0.00,0.10
114178,Patrick Dorgu,4053,Manchester United,90,0,0,0,0,0.00,0.00
114179,Casemiro,4053,Manchester United,68,0,0,0,0,0.00,0.00
114180,Manuel Ugarte,4053,Manchester United,90,3,1,0,0,0.06,0.00
114181,Joshua Zirkzee,4053,Manchester United,90,2,0,0,0,0.36,0.00
114182,Bruno Fernandes,4053,Manchester United,90,3,1,2,0,0.13,0.36
114183,Rasmus Højlund,4053,Manchester United,76,0,0,1,0,0.00,0.02
114184,Alejandro Garnacho,4053,Manchester United,22,1,0,0,0,0.10,0.00
114185,Leny Yoro,4053,Manchester United,14,0,0,0,0,0.00,0.00
114186,Chido Obi-Martin,4053,Manchester United,14,0,0,0,0,0.00,0.00
114187,Bernd Leno,4054,Fulham,90,0,0,0,0,0.00,0.00
114188,Timothy Castagne,4054,Fulham,81,0,0,1,0,0.00,0.03
114189,Joachim Andersen,4054,Fulham,90,1,0,0,0,0.02,0.00
114190,Calvin Bassey,4054,Fulham,90,0,0,0,0,0.00,0.00
114191,Antonee Robinson,4054,Fulham,90,1,0,0,0,0.02,0.00
114192,Sander Berge,4054,Fulham,59,0,0,0,0,0.00,0.00
114193,Sasa Lukic,4054,Fulham,90,0,0,2,0,0.00,0.03
114194,Adama Traoré,4054,Fulham,90,1,0,0,0,0.05,0.00
114195,Emile Smith-Rowe,4054,Fulham,59,1,0,0,0,0.04,0.00
114196,Alex Iwobi,4054,Fulham,81,1,0,1,0,0.02,0.01
114197,Raúl Jiménez,4054,Fulham,90,2,0,0,0,0.03,0.00
114198,Willian,4054,Fulham,9,1,0,0,0,0.03,0.00
114199,Andreas Pereira,4054,Fulham,31,2,0,1,0,0.05,0.03
114200,Rodrigo Muniz,4054,Fulham,9,0,0,0,0,0.00,0.00
114201,Issa Diop,4054,Fulham,9,0,0,0,0,0.00,0.00
114202,Tom Cairney,4054,Fulham,22,0,0,1,0,0.00,0.02
114203,Dean Henderson,4054,Crystal Palace,90,0,0,0,0,0.00,0.00
114204,Maxence Lacroix,4054,Crystal Palace,90,1,0,0,0,0.52,0.00
114205,Chris Richards,4054,Crystal Palace,90,0,0,0,0,0.00,0.00
114206,Marc Guehi,4054,Crystal Palace,90,0,0,0,0,0.00,0.00
114207,Daniel Muñoz,4054,Crystal Palace,90,1,1,0,0,0.16,0.00
114208,Tyrick Mitchell,4054,Crystal Palace,90,0,0,2,0,0.00,0.16
114209,Jefferson Lerma,4054,Crystal Palace,82,1,0,0,0,0.07,0.00
114210,Will Hughes,4054,Crystal Palace,90,1,0,3,0,0.02,0.58
114211,Ismaila Sarr,4054,Crystal Palace,76,0,0,0,0,0.00,0.00
114212,Eberechi Eze,4054,Crystal Palace,90,4,0,1,0,0.23,0.46
114213,Jean-Philippe Mateta,4054,Crystal Palace,90,2,0,1,1,0.50,0.16
114214,Daichi Kamada,4054,Crystal Palace,14,0,0,0,0,0.00,0.00
114215,Ben Chilwell,4054,Crystal Palace,1,0,0,0,0,0.00,0.00
114216,Adam Wharton,4054,Crystal Palace,8,0,0,0,0,0.00,0.00
114217,Justin Devenny,4054,Crystal Palace,1,0,0,0,0,0.00,0.00
114218,Alex Palmer,4055,Ipswich,90,0,0,0,0,0.00,0.00
114219,Ben Godfrey,4055,Ipswich,49,0,0,0,0,0.00,0.00
114220,Dara O'Shea,4055,Ipswich,90,1,0,0,0,0.01,0.00
114221,Jacob Greaves,4055,Ipswich,90,0,0,0,0,0.00,0.00
114222,Leif Davis,4055,Ipswich,90,0,0,3,0,0.00,0.14
114223,Kalvin Phillips,4055,Ipswich,83,1,0,1,0,0.02,0.08
114224,Jens Cajuste,4055,Ipswich,55,0,0,1,0,0.00,0.08
114225,Jaden Philogene-Bidace,4055,Ipswich,90,4,0,2,0,0.22,0.10
114226,Omari Hutchinson,4055,Ipswich,90,4,1,3,0,0.50,0.16
114227,Jack Clarke,4055,Ipswich,71,1,0,3,1,0.03,0.41
114228,Liam Delap,4055,Ipswich,82,5,0,0,0,0.32,0.00
114229,Sam Morsy,4055,Ipswich,7,0,0,1,0,0.00,0.06
